微博正文,发布时间
阿巴斯：巴勒斯坦与美以两国断交阿巴斯：巴勒斯坦与美以两国断交©Sputnik/SergeiGuneev俄罗斯卫星通讯社开罗2月1日电巴勒斯坦总统阿巴斯表示，美国总统特朗普宣布“世纪交易”的大背景下，巴方已经正式通知美国和以色列关于断绝一切关系...-PoweredbyDiscuz!O网页链接,2020-02-01 23:56
特朗普弹劾案审理马上要结束了，还有什么看点？O特朗普弹劾案审理马上要结束了，还有什么看点？,2020-02-01 23:54
我这种事情就是CIA局长亲手布置的！！！蓬佩奥，17年开始布置！！！！和特朗普上台时间差不多！！！！肯定遇害的不止我一个！！！！这个侩子手就该让他也尝尝酷刑的滋味！！！！！！！,2020-02-01 23:53
#希望一切都好#2020年1月:●澳大利亚山火持续4月，同时还遭受沙尘暴和冰雹，5亿多动物丧生●南北极冰川正在悄然融化●美国爆发40年来致命的乙型流感，已致6600人死亡，超1300万人感染●中国武汉新型冠状病毒爆发蔓延●特朗普暗杀伊朗少将苏莱曼尼致三战箭在弦上-1.3●长江白鲟灭绝-1.3●伊朗击落乌克兰民用客机，死亡176人-1.8●菲律宾火山喷发，数万居民撤离-1.12●克什米尔雪崩，至少76人死亡-1.14●俄罗斯总理政府全体辞职-1.15●非洲经历25年最严重蝗灾，约3600亿只蝗虫引起的蝗灾-1.17●加拿大雪风暴-1.18●特朗普被弹劾-1.21●西班牙风暴“格洛丽亚”（Gloria）-1.21●土耳其发生6.8级地震-1.25●印度尼西亚洪水-1.26●美国三枚火箭弹袭击伊朗，至少15人死亡-1.26●篮球明星科比坠机离世-1.27●阿富汗塔利班击落美国CIA客机-1.27●古巴7.7级地震-1.29●丹麦禽流感-1.29●西藏地震-1.30●四川地震-1.31●英国终于在1月最后一天正式脱离欧盟-1.312020年2月：●日本5.2级地震-2.1●新疆地震-2.1●圣彼得堡体育馆崩塌-2.1#可以重启2020吗#,2020-02-01 23:53
华为的突破特朗普政府和华为之间的封锁和反封锁运动已经持续了八个多月。在八个月里，特朗普政府总共采取了两项举措。一个举措是将华为锁定在供应链中。它不仅要求美国公司拒绝向华为提供高端组件，还利用美国技术向海外市场施加压力，并要求一些海外公司拒绝向华为提供设备支持。另一个策略是，在销售过程中，特朗普政府派代表游说并向这些市场施压，要求其拒绝在网络中使用华为的通信设备。　　特朗普政府的行动无疑意在让华为像...O中美贸易战最新报道！华为又赢一局！特朗普“担心”终于变成现实，用实际行动反呛美国,2020-02-01 23:52
世界卫生组织与美国就本次疫情发生很大分歧。WHO面临巨大的压力，最主要的压力来自美国，在两点半准备宣布投票结果之前，美国选在两点半之前宣布了一个确诊病例，是美国首次人传人的确诊病例。特朗普非常希望WHO宣布为国际突发公共卫生事件，甚至希望将判定为“疫区国”。网传美国商业部部长罗斯直接说——这次事件有助于制造业回流美国。罗斯的发言引起包括美国网友在内的普遍愤怒！但是，事情还没有结束——昨天晚上白宫宣布美国进入国家级公共卫生紧急状态，结果华尔街出现闪崩，引发全球股市暴跌。这还不是全部，WHO压力更大的是印度出现了一例感染者。印度不同于别的国家，这个国家正在爆发大规模游行示威，治安混乱，人群密集，人口众多、医疗落后；如果印度出现感染扩散、将会是灾难性事件。,2020-02-01 23:49
美国总统唐纳德·特朗普（DonaldTrump）再次向美联储（FederalReserve）推销降息，特朗普表示“这样做可以帮助美国偿还迅速增长的国家债务”。在周二上午的一条推文中，特朗普再次表示，美联储应该下调主要贷款利率，以便与全球同行更加保持一致。然而，他这一次还进一步扩充了自己的论点，指出“更便宜的债务可能意味着国家赤字的减少”。特朗普敦促美联储“变得聪明起来，让我们的利率相较其他国家更具竞争力”。“然后，我们将专注于偿还和债务再融资！”他写道。,2020-02-01 23:45
特朗普自拉自唱宣布推动解决巴以问题的“世纪协议”成巴以和平进程新障碍巴勒斯坦抵制，联合国反对，称其无视联合国安理会关于巴以问题的相关决议，为以色列在约旦河西岸大片领土上“行使主权”开了绿灯，进而埋葬了国际社会普遍支持的“两国方案”。选择承认耶路撒冷为以色列的首都、承认以色列对戈兰高地的主权，无条件支持以色列，就已经决定“世纪协议”只能是一份偏袒以色列的不公平协议,2020-02-01 23:45
特朗普：美国正在和中国密切合作应对疫情@中国日报网1月31日消息，美国总统特朗普接受福克斯新闻频道采访时表示，美国正在和中国密切合作应对新型冠状病毒疫情。,2020-02-01 23:44
【🌷“干杯豆豆龙”直播间🌷】我正在虾米音乐开趴，来和我一起听歌吧O网页链接分享自@虾米音乐哈哈哈，我在虾米的幸福生活快就要划上句号了因为已经没有一首歌能感动我了，特朗普更能感动我，油价终于掉了😀😀😀,2020-02-01 23:41
